"","ind_id","ind_definition","reportyear","race_eth_code","race_eth_name","geotype","geotypevalue","geoname","county_name","county_fips","region_name","region_code","cost_yr","median_income","affordability_ratio","LL95_affordability_ratio","UL95_affordability_ratio","se_food_afford","rse_food_afford","food_afford_decile","CA_RR_Affordability","ave_fam_size","version"
"281",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11656","Casa Conejo CDP","Ventura","06111","Southern California","14",9884.2236,65294,0.1513803,0,0.455418,0.1551213,102.4712821,8,0.5682388,3.97,2013-04-12 04:33:06
"282",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11691","Casa de Oro-Mount Helix CDP","San Diego","06073","San Diego","09",6631.233132,34773,0.1907006,0.1287422,0.252659,0.0316114,16.5764639,7,0.7158363,3.18,2013-04-12 04:33:06
"283",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11754","Casmalia CDP","Santa Barbara","06083","Santa Barbara","12",11373.4344,NA,NA,NA,NA,NA,NA,NA,NA,5.47,2013-04-12 04:33:06
"284",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11768","Caspar CDP","Mendocino","06045","North Coast","05",9700.14,NA,NA,NA,NA,NA,NA,NA,NA,4.03,2013-04-12 04:33:06
"285",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11782","Cassel CDP","Shasta","06089","Shasta","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"286",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11796","Castaic CDP","Los Angeles","06037","Southern California","14",7354.1457312,75156,0.0978517,0.0586349,0.1370685,0.0200086,20.4478436,10,0.3673078,3.04,2013-04-12 04:33:06
"287",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11915","Castle Hill CDP","Contra Costa","06013","Bay Area","01",4811.28,89792,0.0535825,0,0.1286573,0.0383035,71.4850343,10,0.2011336,2,2013-04-12 04:33:06
"288",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11964","Castro Valley CDP","Alameda","06001","Bay Area","01",6461.5966836,46477,0.1390278,0.1238232,0.1542324,0.0077574,5.5797774,9,0.5218712,2.79,2013-04-12 04:33:06
"289",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","11978","Castroville CDP","Monterey","06053","Monterey Bay","04",9892.324512,22885,0.4322624,0,0.9540275,0.2662067,61.5845185,3,1.622591,4.4,2013-04-12 04:33:06
"290",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12048","Cathedral City city","Riverside","06065","Southern California","14",7549.792476,17337,0.4354728,0.3141748,0.5567709,0.0618868,14.2113964,3,1.6346421,3.3,2013-04-12 04:33:06
"291",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12062","Catheys Valley CDP","Mariposa","06043","Central/Southeast Sierra","03",4386.4088448,NA,NA,NA,NA,NA,NA,NA,NA,2.08,2013-04-12 04:33:06
"292",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12132","Cayucos CDP","San Luis Obispo","06079","San Luis Obispo","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,2013-04-12 04:33:06
"293",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12146","Cazadero CDP","Sonoma","06097","Bay Area","01",5779.0256256,16827,0.3434377,0.1964342,0.4904412,0.0750018,21.838546,4,1.2891681,2.64,2013-04-12 04:33:06
"294",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12300","Cedar Ridge CDP","Tuolumne","06109","Central/Southeast Sierra","03",7440.24,56500,0.1316857,0.0640345,0.1993368,0.0345159,26.21083,9,0.4943108,3.1,2013-04-12 04:33:06
"295",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12314","Cedar Slope CDP","Tulare","06107","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"296",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12328","Cedarville CDP","Modoc","06049","Northeast Sierra","06",6804.7992,NA,NA,NA,NA,NA,NA,NA,NA,3.21,2013-04-12 04:33:06
"297",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12412","Centerville CDP","Fresno","06019","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"298",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12524","Ceres city","Stanislaus","06099","San Joaquin Valley","10",7632.1316748,18772,0.40657,0.3621326,0.4510073,0.0226721,5.5764359,3,1.5261489,3.47,2013-04-12 04:33:06
"299",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12552","Cerritos city","Los Angeles","06037","Southern California","14",7801.6359396,34375,0.2269567,0,0.5150967,0.1470102,64.7745786,6,0.8519313,3.23,2013-04-12 04:33:06
"300",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12594","Chalfant CDP","Mono","06051","Central/Southeast Sierra","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"301",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12612","Challenge-Brownsville CDP","Yuba","06115","Sacramento Area","08",4281.24,NA,NA,NA,NA,NA,NA,NA,NA,1.8,2013-04-12 04:33:06
"302",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12669","Channel Islands Beach CDP","Ventura","06111","Southern California","14",5531.972688,19926,0.2776259,0.0023342,0.5529175,0.1404549,50.5914439,5,1.0421291,2.48,2013-04-12 04:33:06
"303",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12734","Charter Oak CDP","Los Angeles","06037","Southern California","14",8156.7130152,26176,0.3116104,0.1620259,0.4611949,0.0763186,24.4916805,4,1.1696974,3.41,2013-04-12 04:33:06
"304",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12818","Cherokee CDP","Butte","06007","Butte","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"305",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12860","Cherokee Strip CDP","Kern","06029","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"306",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12916","Cherry Valley CDP","Riverside","06065","Southern California","14",6849.8402712,25521,0.2684002,0,0.6883163,0.214243,79.8222193,5,1.0074984,2.83,2013-04-12 04:33:06
"307",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12902","Cherryland CDP","Alameda","06001","Bay Area","01",6888.0160044,22451,0.3068022,0.1876817,0.4259227,0.0607758,19.809436,4,1.1516488,3.27,2013-04-12 04:33:06
"308",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","12930","Chester CDP","Plumas","06063","Northeast Sierra","06",6843.6308352,46218,0.1480728,0.0853281,0.2108175,0.0320126,21.6194943,8,0.5558237,2.92,2013-04-12 04:33:06
"309",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13014","Chico city","Butte","06007","Butte","02",6452.8697424,21453,0.300791,0.2661599,0.3354221,0.0176689,5.8741547,5,1.1290846,2.87,2013-04-12 04:33:06
"310",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13077","Chilcoot-Vinton CDP","Plumas","06063","Northeast Sierra","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"311",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13157","China Lake Acres CDP","Kern","06029","San Joaquin Valley","10",7996.350648,NA,NA,NA,NA,NA,NA,NA,NA,3.49,2013-04-12 04:33:06
"312",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13182","Chinese Camp CDP","Tuolumne","06109","Central/Southeast Sierra","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"313",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13214","Chino Hills city","San Bernardino","06071","Southern California","14",7942.4818944,61025,0.1301513,0.0979295,0.1623731,0.0164397,12.6312278,9,0.4885512,3.38,2013-04-12 04:33:06
"314",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13210","Chino city","San Bernardino","06071","Southern California","14",8235.9099648,40053,0.2056253,0.1410981,0.2701525,0.0329221,16.0107008,7,0.7718593,3.56,2013-04-12 04:33:06
"315",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13294","Chowchilla city","Madera","06039","San Joaquin Valley","10",8652.0838368,40170,0.2153867,0,0.5617203,0.1767008,82.038873,6,0.8085009,3.78,2013-04-12 04:33:06
"316",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13364","Chualar CDP","Monterey","06053","Monterey Bay","04",11830.2752064,20114,0.5881612,0.2314263,0.9448962,0.1820076,30.9451933,2,2.2077913,5.28,2013-04-12 04:33:06
"317",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13392","Chula Vista city","San Diego","06073","San Diego","09",7086.8899488,27245,0.2601171,0.2351819,0.2850523,0.012722,4.8908894,5,0.9764061,3.38,2013-04-12 04:33:06
"318",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13560","Citrus CDP","Los Angeles","06037","Southern California","14",9461.792664,22895,0.413269,0,0.8490248,0.2223244,53.796538,3,1.551295,3.93,2013-04-12 04:33:06
"319",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13588","Citrus Heights city","Sacramento","06067","Sacramento Area","08",6517.0546032,33898,0.1922548,0.1619807,0.222529,0.015446,8.0341149,7,0.7216704,2.88,2013-04-12 04:33:06
"320",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13756","Claremont city","Los Angeles","06037","Southern California","14",6771.5791716,45595,0.1485158,0.0989902,0.1980415,0.0252682,17.0138104,8,0.5574865,2.81,2013-04-12 04:33:06
"321",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13784","Clarksburg CDP","Yolo","06113","Sacramento Area","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,2013-04-12 04:33:06
"322",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13854","Clay CDP","Sacramento","06067","Sacramento Area","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2013-04-12 04:33:06
"323",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13882","Clayton city","Contra Costa","06013","Bay Area","01",8814.996576,137885,0.0639301,0,0.1517031,0.0447822,70.0486828,10,0.2399754,3.71,2013-04-12 04:33:06
"324",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13910","Clear Creek CDP","Lassen","06035","Northeast Sierra","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"325",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13966","Clearlake Oaks CDP","Lake","06033","North Coast","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95,2013-04-12 04:33:06
"326",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13985","Clearlake Riviera CDP","Lake","06033","North Coast","05",11036.64,43000,0.256666,0,0.6324983,0.1917511,74.7084199,5,0.9634519,4.58,2013-04-12 04:33:06
"327",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","13945","Clearlake city","Lake","06033","North Coast","05",6312.749772,20024,0.3152592,0.1030586,0.5274597,0.1082656,34.3417688,4,1.183394,2.95,2013-04-12 04:33:06
"328",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14008","Cleone CDP","Mendocino","06045","North Coast","05",7245.84,NA,NA,NA,NA,NA,NA,NA,NA,3.02,2013-04-12 04:33:06
"329",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14106","Clio CDP","Plumas","06063","Northeast Sierra","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"330",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14148","Clipper Mills CDP","Butte","06007","Butte","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"331",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14190","Cloverdale city","Sonoma","06097","Bay Area","01",7952.3148576,55202,0.1440585,0.1014008,0.1867161,0.0217641,15.1078184,9,0.5407548,3.38,2013-04-12 04:33:06
"332",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14218","Clovis city","Fresno","06019","San Joaquin Valley","10",6910.979256,33677,0.2052136,0.1437976,0.2666297,0.0313347,15.2693211,7,0.770314,3.05,2013-04-12 04:33:06
"333",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14232","Clyde CDP","Contra Costa","06013","Bay Area","01",7533.4884,42250,0.1783074,0,0.7706018,0.302191,169.4775277,7,0.6693157,3.11,2013-04-12 04:33:06
"334",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14260","Coachella city","Riverside","06065","Southern California","14",9226.5155712,21804,0.423157,0.3260379,0.5202762,0.0495506,11.7097391,3,1.588412,4.04,2013-04-12 04:33:06
"335",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14274","Coalinga city","Fresno","06019","San Joaquin Valley","10",7970.3577264,17527,0.4547474,0.2845668,0.624928,0.0868269,19.093425,2,1.7069934,3.67,2013-04-12 04:33:06
"336",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14288","Coarsegold CDP","Madera","06039","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,2013-04-12 04:33:06
"337",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14302","Cobb CDP","Lake","06033","North Coast","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03,2013-04-12 04:33:06
"338",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14406","Coffee Creek CDP","Trinity","06105","North Coast","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2013-04-12 04:33:06
"339",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14442","Cohasset CDP","Butte","06007","Butte","02",6322.44,NA,NA,NA,NA,NA,NA,NA,NA,2.64,2013-04-12 04:33:06
"340",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14450","Cold Springs CDP","El Dorado","06017","Sacramento Area","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.64,2013-04-12 04:33:06
"341",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14454","Cold Springs CDP","Tuolumne","06109","Central/Southeast Sierra","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"342",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14484","Coleville CDP","Mono","06051","Central/Southeast Sierra","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"343",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14498","Colfax city","Placer","06061","Sacramento Area","08",7196.5161528,29625,0.2429204,0.0814023,0.4044385,0.0824072,33.9235378,6,0.9118545,3.11,2013-04-12 04:33:06
"344",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14554","College City CDP","Colusa","06011","Northern Sacramento Valley","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"345",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14708","Collierville CDP","San Joaquin","06077","San Joaquin Valley","10",5660.3496,NA,NA,NA,NA,NA,NA,NA,NA,3.06,2013-04-12 04:33:06
"346",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14736","Colma town","San Mateo","06081","Bay Area","01",8266.4741856,68214,0.1211844,0.0385011,0.2038677,0.0421854,34.8108851,9,0.4548921,3.59,2013-04-12 04:33:06
"347",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14764","Coloma CDP","El Dorado","06017","Sacramento Area","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"348",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14890","Colton city","San Bernardino","06071","Southern California","14",8080.5393,24782,0.3260649,0.1565828,0.4955469,0.0864704,26.5193951,4,1.2239554,3.5,2013-04-12 04:33:06
"349",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14904","Columbia CDP","Tuolumne","06109","Central/Southeast Sierra","03",4619.706816,15260,0.3027331,0,0.8662196,0.2874931,94.9658804,4,1.1363745,2.12,2013-04-12 04:33:06
"350",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14946","Colusa city","Colusa","06011","Northern Sacramento Valley","07",7624.8138384,25964,0.2936687,0.1395652,0.4477722,0.0786242,26.7731015,5,1.1023494,3.38,2013-04-12 04:33:06
"351",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","14974","Commerce city","Los Angeles","06037","Southern California","14",8560.806384,30071,0.2846865,0.0589849,0.510388,0.1151538,40.4493561,5,1.0686326,3.6,2013-04-12 04:33:06
"352",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","15030","Comptche CDP","Mendocino","06045","North Coast","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"353",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","15044","Compton city","Los Angeles","06037","Southern California","14",9259.861236,25684,0.3605303,0.3299234,0.3911373,0.0156158,4.3313426,3,1.3533291,4.01,2013-04-12 04:33:06
"354",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16000","Concord city","Contra Costa","06013","Bay Area","01",6794.611776,37262,0.1823469,0.1373512,0.2273426,0.022957,12.5897306,7,0.684479,2.97,2013-04-12 04:33:06
"355",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16035","Concow CDP","Butte","06007","Butte","02",5505.61386,60455,0.0910696,0,0.2962082,0.1046625,114.9258451,10,0.3418496,2.5,2013-04-12 04:33:06
"356",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","83215","Contra Costa Centre CDP","Contra Costa","06013","Bay Area","01",5248.1965296,3100,1.6929666,0.5835332,2.8024001,0.5660375,33.4346508,1,6.3549188,2.53,2013-04-12 04:33:06
"357",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16210","Copperopolis CDP","Calaveras","06009","Central/Southeast Sierra","03",5982.24,35057,0.1706432,0.0354062,0.3058803,0.0689985,40.4343672,8,0.6405465,2.5,2013-04-12 04:33:06
"358",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16224","Corcoran city","Kings","06031","San Joaquin Valley","10",8104.8989256,9628,0.841805,0,2.4714224,0.8314375,98.7684099,1,3.1598985,3.86,2013-04-12 04:33:06
"359",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16322","Corning city","Tehama","06103","Northern Sacramento Valley","07",6253.05753,11976,0.5221324,0.001833,1.0424318,0.2654589,50.8412977,2,1.9599376,2.93,2013-04-12 04:33:06
"360",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16350","Corona city","Riverside","06065","Southern California","14",7884.1714128,41883,0.1882428,0.161542,0.2149435,0.0136228,7.2368337,7,0.7066102,3.37,2013-04-12 04:33:06
"361",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16378","Coronado city","San Diego","06073","San Diego","09",5652.6059928,43011,0.1314223,0.0622244,0.2006203,0.0353051,26.8638426,9,0.4933223,2.66,2013-04-12 04:33:06
"362",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16420","Coronita CDP","Riverside","06065","Southern California","14",7722.2868,NA,NA,NA,NA,NA,NA,NA,NA,3.11,2013-04-12 04:33:06
"363",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16434","Corralitos CDP","Santa Cruz","06087","Monterey Bay","04",6449.9580816,18646,0.3459164,0,1.089879,0.3795728,109.7296063,4,1.2984727,2.87,2013-04-12 04:33:06
"364",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16462","Corte Madera town","Marin","06041","Bay Area","01",5987.0283792,40688,0.1471448,0,0.3038259,0.0799393,54.3269743,8,0.5523401,2.54,2013-04-12 04:33:06
"365",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16532","Costa Mesa city","Orange","06059","Southern California","14",7433.9035548,40040,0.1856619,0.1562367,0.2150872,0.0150129,8.0861389,7,0.6969225,3.19,2013-04-12 04:33:06
"366",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16560","Cotati city","Sonoma","06097","Bay Area","01",5921.130042,19125,0.3096016,0.2241548,0.3950483,0.0435953,14.0810936,4,1.1621569,2.55,2013-04-12 04:33:06
"367",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16580","Coto de Caza CDP","Orange","06059","Southern California","14",5858.8972032,60993,0.0960585,0.0612966,0.1308205,0.0177357,18.4634276,10,0.3605766,2.52,2013-04-12 04:33:06
"368",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16630","Cottonwood CDP","Shasta","06089","Shasta","13",6643.9783128,26406,0.2516087,0.0015347,0.5016826,0.1275888,50.7092085,5,0.9444679,2.98,2013-04-12 04:33:06
"369",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16644","Coultervillle CDP","Mariposa","06043","Central/Southeast Sierra","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"370",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16651","Country Club CDP","San Joaquin","06077","San Joaquin Valley","10",6731.5656648,26172,0.2572049,0.1378867,0.376523,0.0608766,23.6685348,5,0.9654745,3.07,2013-04-12 04:33:06
"371",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16714","Courtland CDP","Sacramento","06067","Sacramento Area","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.72,2013-04-12 04:33:06
"372",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16728","Covelo CDP","Mendocino","06045","North Coast","05",8766.748812,25787,0.3399678,0,0.7029691,0.1852048,54.4771568,4,1.276143,3.91,2013-04-12 04:33:06
"373",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16742","Covina city","Los Angeles","06037","Southern California","14",7447.0759116,34135,0.2181654,0.159491,0.2768398,0.0299359,13.7216658,6,0.8189313,3.21,2013-04-12 04:33:06
"374",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","16762","Cowan CDP","Stanislaus","06099","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2013-04-12 04:33:06
"375",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17022","Crescent City city","Del Norte","06015","North Coast","05",8299.76712,23214,0.3575328,0.0952258,0.6198398,0.1338301,37.4315575,3,1.3420773,3.75,2013-04-12 04:33:06
"376",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17050","Crescent Mills CDP","Plumas","06063","Northeast Sierra","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"377",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17078","Cressey CDP","Merced","06047","San Joaquin Valley","10",4985.94,NA,NA,NA,NA,NA,NA,NA,NA,2.09,2013-04-12 04:33:06
"378",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17106","Crest CDP","San Diego","06073","San Diego","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2013-04-12 04:33:06
"379",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17162","Crestline CDP","San Bernardino","06071","Southern California","14",7248.918264,11538,0.6282647,0,1.7992608,0.597447,95.0947868,2,2.3583284,3.28,2013-04-12 04:33:06
"380",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17204","Crestmore Heights CDP","Riverside","06065","Southern California","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25,2013-04-12 04:33:06
"381",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17232","Creston CDP","San Luis Obispo","06079","San Luis Obispo","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,2013-04-12 04:33:06
"382",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17274","Crockett CDP","Contra Costa","06013","Bay Area","01",7778.7324,35857,0.2169376,0,0.5206216,0.1549408,71.4218325,6,0.8143226,3.21,2013-04-12 04:33:06
"383",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17288","Cromberg CDP","Plumas","06063","Northeast Sierra","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
"384",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17372","Crowley Lake CDP","Mono","06051","Central/Southeast Sierra","03",4062.54,NA,NA,NA,NA,NA,NA,NA,NA,1.71,2013-04-12 04:33:06
"385",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17428","Crows Landing CDP","Stanislaus","06099","San Joaquin Valley","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,2013-04-12 04:33:06
"386",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17498","Cudahy city","Los Angeles","06037","Southern California","14",8851.81308,20481,0.4321963,0.2399265,0.6244662,0.0980969,22.6972913,3,1.622343,3.82,2013-04-12 04:33:06
"387",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17568","Culver City city","Los Angeles","06037","Southern California","14",6228.3288408,48167,0.129307,0.0733983,0.1852156,0.0285248,22.0597752,9,0.4853819,2.62,2013-04-12 04:33:06
"388",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17610","Cupertino city","Santa Clara","06085","Bay Area","01",6882.171216,70809,0.0971935,0.0685305,0.1258564,0.014624,15.046256,10,0.3648368,2.9,2013-04-12 04:33:06
"389",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17708","Cutler CDP","Tulare","06107","San Joaquin Valley","10",8518.41066,15659,0.5439946,0.3141011,0.773888,0.1172926,21.5613506,2,2.042002,3.94,2013-04-12 04:33:06
"390",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17722","Cutten CDP","Humboldt","06023","North Coast","05",5131.74,53558,0.0958165,0,0.2205877,0.0636588,66.4382142,10,0.3596681,2.15,2013-04-12 04:33:06
"391",757,"Food affordability for female-headed household with children under 18 years","2006-2010",9,"Total","PL","17727","Cuyama CDP","Santa Barbara","06083","Santa Barbara","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-12 04:33:06
